Date,Close/Last,Volume,Open,High,Low
09/25/2023,$32.76,3850920,$31.95,$32.761,$31.564
09/22/2023,$32.281,2834370,$32.475,$32.814,$32.0567
09/21/2023,$32.606,3660060,$32.58,$32.8662,$32.1593
09/20/2023,$33.347,3833920,$34.35,$34.434,$33.304
09/19/2023,$33.926,5578400,$34.411,$35.0195,$33.35
09/18/2023,$34.062,5781360,$35.125,$35.633,$33.899
09/15/2023,$34.078,4987990,$34.64,$34.64,$33.636
09/14/2023,$34.64,6700320,$35.00,$36.199,$34.604
09/13/2023,$34.184,4786260,$34.73,$35.2561,$34.06
09/12/2023,$34.776,7655360,$35.50,$36.76,$34.5299
09/11/2023,$34.268,7536580,$35.50,$35.661,$33.60
09/08/2023,$35.628,4593970,$35.242,$35.628,$34.70
09/07/2023,$35.307,4927310,$34.65,$35.682,$33.784
09/06/2023,$35.07,5725360,$34.95,$35.90,$34.5261
09/05/2023,$34.925,3007750,$35.148,$35.3971,$34.4575
09/01/2023,$35.148,4068490,$35.754,$36.094,$34.663
08/31/2023,$35.753,6051440,$37.51,$37.5666,$35.424
08/30/2023,$37.168,6051030,$37.51,$37.732,$36.76
08/29/2023,$38.152,15281690,$34.223,$38.7993,$34.193
08/28/2023,$34.437,3532920,$33.936,$35.038,$33.8545
08/25/2023,$33.605,3665040,$33.968,$34.50,$32.9031
08/24/2023,$33.656,5077330,$34.892,$34.95,$33.245
08/23/2023,$34.64,5205820,$33.00,$35.0525,$32.75
08/22/2023,$32.951,3826540,$34.148,$34.5235,$32.80
08/21/2023,$33.525,4172150,$33.029,$33.6984,$32.502
08/18/2023,$32.862,11012230,$33.149,$33.858,$32.229
08/17/2023,$34.679,8060740,$36.16,$36.559,$34.537
08/16/2023,$36.967,3136210,$37.346,$37.728,$36.626
08/15/2023,$37.615,4184080,$38.904,$39.269,$37.583
08/14/2023,$38.883,3824110,$38.157,$39.26,$37.5276
08/11/2023,$38.431,3342830,$37.801,$38.80,$37.21
08/10/2023,$37.801,4113720,$38.032,$39.006,$37.2006
08/09/2023,$37.784,5120890,$39.597,$39.65,$37.60
08/08/2023,$38.948,7719070,$38.00,$39.60,$37.472
08/07/2023,$37.082,6962510,$37.103,$37.356,$35.77
08/04/2023,$37.697,5511530,$39.001,$39.576,$37.445
08/03/2023,$38.991,6531920,$40.001,$40.237,$38.7625
08/02/2023,$40.733,10559400,$43.498,$43.70,$40.118
08/01/2023,$43.498,6685650,$43.00,$43.80,$42.088
07/31/2023,$43.788,4869690,$44.00,$44.284,$43.22
07/28/2023,$43.461,4642400,$43.40,$43.874,$42.484
07/27/2023,$42.615,5655130,$45.10,$45.246,$42.417
07/26/2023,$44.346,5300490,$43.682,$44.793,$43.628
07/25/2023,$43.682,4478510,$43.094,$44.2415,$43.021
07/24/2023,$43.0935,6554870,$42.764,$43.187,$41.293
07/21/2023,$43.665,5634130,$44.191,$44.5875,$42.655
07/20/2023,$44.083,6317190,$45.521,$46.131,$43.52
07/19/2023,$45.31,5501830,$45.177,$46.16,$44.6763
07/18/2023,$44.5795,7836350,$44.948,$45.40,$43.50
07/17/2023,$44.988,8633140,$45.7195,$46.70,$44.435
07/14/2023,$45.886,17243520,$45.546,$47.5092,$44.718
07/13/2023,$46.183,20782770,$41.80,$46.699,$41.278
07/12/2023,$41.349,9236360,$41.80,$42.098,$40.524
07/11/2023,$41.23,12049000,$40.10,$41.50,$39.692
07/10/2023,$40.771,9976080,$38.117,$40.801,$37.0047
07/07/2023,$38.074,9417660,$37.359,$39.20,$37.359
07/06/2023,$37.655,8927160,$38.059,$38.501,$36.20
07/05/2023,$37.811,11868040,$36.701,$38.299,$35.9096
07/03/2023,$37.784,10954680,$34.70,$37.827,$34.599
06/30/2023,$34.242,15255080,$34.997,$35.275,$32.226
06/29/2023,$34.0255,8574150,$33.564,$34.0787,$32.85
06/28/2023,$32.561,6590810,$31.991,$33.281,$31.845
06/27/2023,$32.488,8773320,$31.23,$32.799,$31.1527
06/26/2023,$30.574,11272830,$32.40,$32.86,$30.1085
06/23/2023,$32.911,15618860,$32.70,$33.70,$31.73
06/22/2023,$32.723,11363630,$33.249,$33.745,$31.313
06/21/2023,$33.131,19270040,$32.40,$33.80,$32.031
06/20/2023,$31.34,18939290,$30.00,$31.518,$28.969
06/16/2023,$29.339,14232820,$28.499,$29.80,$28.096
06/15/2023,$27.792,7857330,$27.415,$28.138,$26.60
06/14/2023,$28.288,3997060,$28.411,$28.615,$27.673
06/13/2023,$28.382,4436330,$28.43,$28.488,$27.495
06/12/2023,$27.77,3715460,$27.9125,$28.166,$27.50
06/09/2023,$28.233,5678550,$29.35,$29.576,$28.0505
06/08/2023,$29.093,4855700,$28.969,$29.7244,$28.357
06/07/2023,$29.081,6755490,$29.882,$30.227,$28.80
06/06/2023,$29.882,18779480,$27.00,$30.4565,$26.655
06/05/2023,$27.636,14040080,$29.447,$29.696,$27.12
06/02/2023,$30.213,7264640,$30.527,$30.60,$29.064
06/01/2023,$29.994,5488980,$29.85,$30.7725,$29.5642
05/31/2023,$30.163,6233890,$29.401,$30.277,$28.90
05/30/2023,$29.927,9466350,$30.01,$31.364,$29.675
05/26/2023,$28.51,6549840,$27.98,$29.489,$27.92
05/25/2023,$28.099,8783670,$28.791,$28.884,$27.285
05/24/2023,$28.443,8064370,$28.20,$28.6948,$27.663
05/23/2023,$28.933,6432840,$29.919,$30.12,$28.826
05/22/2023,$29.412,5910290,$28.778,$29.706,$28.602
05/19/2023,$28.828,3731810,$29.09,$29.196,$28.2575
05/18/2023,$28.758,6696310,$28.90,$29.721,$28.0011
05/17/2023,$29.057,6113140,$27.149,$29.105,$26.926
05/16/2023,$27.344,4653910,$27.75,$28.30,$27.2371
05/15/2023,$28.25,6507190,$28.00,$28.688,$27.60
05/12/2023,$27.10,10850520,$28.49,$28.659,$26.651
05/11/2023,$28.737,15422380,$31.135,$31.135,$28.476
05/10/2023,$31.511,12951620,$31.324,$32.565,$30.50
05/09/2023,$30.343,7220480,$29.751,$31.00,$28.963
05/08/2023,$29.467,10429910,$31.115,$31.1745,$29.40
05/05/2023,$32.672,9082140,$31.30,$32.872,$31.20
05/04/2023,$31.2235,7150600,$31.115,$32.119,$30.75
05/03/2023,$30.425,11930080,$32.049,$32.189,$30.168
05/02/2023,$32.801,13733020,$31.014,$33.2927,$30.513
05/01/2023,$30.747,9055130,$32.00,$32.3359,$30.4236
04/28/2023,$32.838,7607300,$31.304,$32.898,$30.809
04/27/2023,$31.864,10165150,$30.651,$31.888,$29.601
04/26/2023,$29.946,10820420,$31.05,$32.164,$29.63
04/25/2023,$29.091,5699510,$28.236,$29.689,$28.015
04/24/2023,$28.533,5676380,$29.103,$29.7953,$28.30
04/21/2023,$29.102,6576180,$29.734,$30.05,$28.774
04/20/2023,$29.471,8256390,$31.027,$31.29,$29.227
04/19/2023,$31.472,6234660,$31.988,$32.1991,$31.29
04/18/2023,$32.985,10000520,$32.50,$33.40,$32.40
04/17/2023,$31.303,7702240,$32.173,$32.247,$31.22
04/14/2023,$33.375,8720870,$34.285,$34.763,$32.461
04/13/2023,$34.072,11131720,$33.042,$34.50,$32.70
04/12/2023,$32.283,8812480,$33.425,$33.5745,$31.834
04/11/2023,$33.235,14267460,$32.191,$33.782,$31.8095
04/10/2023,$31.278,10025750,$29.00,$31.294,$28.50
04/06/2023,$29.01,4261230,$28.651,$29.548,$27.837
04/05/2023,$29.084,8123880,$30.345,$30.70,$28.351
04/04/2023,$29.898,6234570,$29.958,$30.136,$28.5743
04/03/2023,$29.739,7653750,$29.099,$30.10,$28.816
03/31/2023,$29.232,10379820,$28.346,$29.54,$28.00
03/30/2023,$27.923,7080720,$28.79,$28.85,$27.457
03/29/2023,$28.403,10108520,$25.78,$28.542,$25.545
03/28/2023,$24.826,6721260,$23.677,$24.8535,$23.25
03/27/2023,$23.896,11330900,$25.986,$26.021,$23.072
03/24/2023,$25.667,6569940,$25.914,$26.348,$24.731
03/23/2023,$26.333,11249500,$24.901,$27.10,$24.804
03/22/2023,$24.686,11129510,$27.60,$27.8091,$24.601
03/21/2023,$27.338,8810990,$26.899,$27.893,$26.065
03/20/2023,$26.396,12524220,$28.043,$28.173,$25.837
03/17/2023,$26.766,20223820,$25.553,$27.40,$24.901
03/16/2023,$24.108,7700610,$22.518,$24.5108,$22.327
03/15/2023,$22.755,6895420,$22.70,$23.498,$21.653
03/14/2023,$22.947,11303530,$23.908,$24.441,$22.209
03/13/2023,$22.316,15329550,$20.202,$22.962,$19.635
03/10/2023,$19.201,13303190,$20.575,$20.758,$18.83
03/09/2023,$21.082,8241850,$23.035,$23.143,$21.011
03/08/2023,$23.272,4701420,$23.04,$23.494,$22.70
03/07/2023,$23.144,4935570,$23.60,$24.10,$23.093
03/06/2023,$23.745,4770120,$24.935,$25.204,$23.705
03/03/2023,$24.691,7603800,$24.02,$25.2335,$23.685
03/02/2023,$25.289,4928470,$24.899,$25.387,$24.167
03/01/2023,$25.791,3452190,$26.388,$26.8549,$25.334
02/28/2023,$26.227,4006030,$25.979,$26.975,$25.604
02/27/2023,$25.865,3494180,$26.359,$26.971,$25.5828
02/24/2023,$25.58,5035390,$26.142,$26.205,$24.887
02/23/2023,$26.575,3014980,$27.095,$27.559,$26.159
02/22/2023,$26.858,4214390,$26.638,$27.348,$26.244
02/21/2023,$26.992,5714610,$28.624,$29.074,$26.754
02/17/2023,$29.405,5529080,$28.329,$29.741,$27.385
02/16/2023,$28.403,9707410,$29.60,$31.50,$28.284
02/15/2023,$29.84,7142870,$27.558,$29.973,$27.209
